iati-identifier,title,country,region,default-currency,commitment,disbursement,reimbursement,expenditure,loan-repayment,interest-repayment,description,start-planned,start-actual,end-planned,end-actual,activity-status-code,activity-status,policy-markers,policy-marker-vocabulary,policy-marker-significance,policy-marker-codes,contact-organisation,contact-telephone,contact-email,contact-mailing-address,default-tied-status-code,default-tied-status,
"US-EIN-941655673-28244","for general support of the African Population Studies Research and Training Program","","Africa","USD",1100000,0,0,0,0,0,"","2009-07-20","","2012-07-20","","","","","","","","Regents of the University of Colorado","","","4740 Walnut Street Boulder, CO  80309","5","Untied",
"US-EIN-941655673-26062","for general support of the African Population Studies Research and Training Program","","Africa","USD",105000,0,0,0,0,0,"","2008-03-17","","2009-09-17","","","","","","","","Regents of the University of Colorado","","","4740 Walnut Street Boulder, CO  80309","5","Untied",
"US-EIN-941655673-23495","for general operating support of the African Population Studies Research and Training Program","","Africa","USD",900000,0,0,0,0,0,"","2006-10-16","","2009-10-16","","","","","","","","Regents of the University of Colorado","","","4740 Walnut Street Boulder, CO  80309","5","Untied",
"US-EIN-941655673-29674","for the charitable purposes of the Reproductive Health Matters Journal","","International","USD",500000,0,0,0,0,0,"","2010-11-15","","2013-11-15","","","","","","","","Reproductive Health Matters","011-44-20-7267-6567","","444 Highgate Studios
53-79 Highgate Road London, England  NW5 1TL United Kingdom","5","Untied",
"US-EIN-941655673-25388","for general operating support","","International","USD",345000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Reproductive Health Matters","011-44-20-7267-6567","","444 Highgate Studios
53-79 Highgate Road London, England  NW5 1TL United Kingdom","5","Untied",
"US-EIN-941655673-27571","for communications planning and website enhancement","","","USD",41000,0,0,0,0,0,"","2008-11-13","","2009-11-13","","","","","","","","Results for Development Institute","(202) 470-5711","","1875 Connecticut Avenue, N.W.
Suite 1210 Washington, DC  20009","5","Untied",
"US-EIN-941655673-27363","for the Transparency and Accountability Project","","","USD",2000000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","Results for Development Institute","(202) 470-5711","","1875 Connecticut Avenue, N.W.
Suite 1210 Washington, DC  20009","5","Untied",
"US-EIN-941655673-29773","for the Transparency and Accountability Program","","International","USD",4000000,0,0,0,0,0,"","2010-07-19","","2012-07-19","","","","","","","","Results for Development Institute","(202) 470-5711","","1875 Connecticut Avenue, N.W.
Suite 1210 Washington, DC  20009","5","Untied",
"US-EIN-941655673-28899","for general operating support","","","USD",4000000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Revenue Watch Institute","(646) 929-9750","","1700 Broadway, 17th Floor New York, NY  10019","5","Untied",
"US-EIN-941655673-28900","for developing an external communications plan for the Natural Resource Charter","","","USD",25000,0,0,0,0,0,"","2009-10-13","","2010-10-13","","","","","","","","Revenue Watch Institute","(646) 929-9750","","1700 Broadway, 17th Floor New York, NY  10019","5","Untied",
"US-EIN-941655673-22466","for general support","","","USD",1500000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Revenue Watch Institute","(646) 929-9750","","1700 Broadway, 17th Floor New York, NY  10019","5","Untied",
"US-EIN-941655673-25575","for general support","","","USD",4000000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","Revenue Watch Institute","(646) 929-9750","","1700 Broadway, 17th Floor New York, NY  10019","5","Untied",
"US-EIN-941655673-25957","for general support of the flood relief program","Mexico","","USD",100000,0,0,0,0,0,"","2007-11-30","","2008-11-30","","","","","","","","Rostros y Voces, FDS, A.C.","011-52-55-56873002","","Alabama 105, Col. Napoles
Deleg. Benito Juarez Mexico City,   CP 03810 Mexico","5","Untied",
"US-EIN-941655673-24559","for a seminar to identify the biggest obstacles in the Doha Round deadlock and ideas to achieve a resolution","","International","USD",269000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Salzburg Global Seminar Inc.","(802) 388-0007","","The Marble Works
P.O. Box 886 Middlebury, VT  05753-0886","5","Untied",
"US-EIN-941655673-27416","for a seminar to discuss responses to negative impacts of open markets, free trade and globalization","","International","USD",225000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Salzburg Global Seminar Inc.","(802) 388-0007","","The Marble Works
P.O. Box 886 Middlebury, VT  05753-0886","5","Untied",
"US-EIN-941655673-26952","for the Toward A Green Revolution in Africa initiative","","Africa","USD",225000,0,0,0,0,0,"","2008-07-21","","2009-07-21","","","","","","","","Salzburg Global Seminar Inc.","(802) 388-0007","","The Marble Works
P.O. Box 886 Middlebury, VT  05753-0886","5","Untied",
"US-EIN-941655673-30336","for disseminating award-winning documentary Presumed Guilty to targeted audiences in Mexico","Mexico","","USD",25000,0,0,0,0,0,"","2010-11-23","","2011-11-23","","","","","","","","San Francisco Film Society","(415) 561-5000","","The Presidio
39 Mesa Street, Suite 110 San Francisco, CA  94129-1025","5","Untied",
"US-EIN-941655673-22573","for reproductive health activities","","International","USD",525000,0,0,0,0,0,"","2006-02-27","","2008-06-27","","","","","","","","Save the Children Federation, Inc.","(203) 221-4000","","P.O. Box 950
54 Wilton Road Westport, CT  06880-0950","5","Untied",
"US-EIN-941655673-25576","for planning a program of research & advocacy to promote improvements to U.S. development assistance","","International","USD",197500,0,0,0,0,0,"","2007-10-11","","2008-04-11","","","","","","","","Save the Children Federation, Inc.","(203) 221-4000","","P.O. Box 950
54 Wilton Road Westport, CT  06880-0950","5","Untied",
"US-EIN-941655673-26252","for research and advocacy to promote improvements to U.S. development assistance","","International","USD",1050000,0,0,0,0,0,"","2008-03-17","","2009-09-17","","","","","","","","Save the Children Federation, Inc.","(203) 221-4000","","P.O. Box 950
54 Wilton Road Westport, CT  06880-0950","5","Untied",
"US-EIN-941655673-30186","for research and advocacy to promote improvements to U.S. development assistance","","International","USD",250000,0,0,0,0,0,"","2011-01-03","","2013-03-13","","","","","","","","Save the Children Federation, Inc.","(203) 221-4000","","P.O. Box 950
54 Wilton Road Westport, CT  06880-0950","5","Untied",
"US-EIN-941655673-30144","for support of emergency access to reproductive and primary health care services in Pakistan","Pakistan","","USD",100000,0,0,0,0,0,"","2010-09-10","","2011-09-10","","","","","","","","Shirkat Gah - Women's Resource Centre","(92-42) 35 83 88 15","","68-Tipu Block, New Garden Town
P.O. Box No. 5192 Lahore,    Pakistan","5","Untied",
"US-EIN-941655673-24682","for general operating support of the Sierra Club's Global Population and Environment Program","","International","USD",75000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Sierra Club Foundation","(415) 977-5500","","85 Second Street
Suite 750 San Francisco, CA  94105-3465","5","Untied",
"US-EIN-941655673-22428","for general operating support of the Sierra Club's Global Population and Environment Program","","International","USD",75000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","Sierra Club Foundation","(415) 977-5500","","85 Second Street
Suite 750 San Francisco, CA  94105-3465","5","Untied",
"US-EIN-941655673-22673","for a budget analysis of migration related programs","Mexico","","USD",100000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","Sin Fronteras, I.A.P.","011-52-55-55141519/21","","Puebla 153
Colonia Roma Mexico City,   06700 México","5","Untied",
"US-EIN-941655673-24960","for a project to use access-to-information and budget data to promote government accountibility on migration -related programs in Mexico","Mexico","","USD",200000,0,0,0,0,0,"","2007-06-11","","2009-06-11","","","","","","","","Sin Fronteras, I.A.P.","011-52-55-55141519/21","","Puebla 153
Colonia Roma Mexico City,   06700 México","5","Untied",
"US-EIN-941655673-29848","for the INFONET Program","Kenya","","USD",150000,0,0,0,0,0,"","2010-09-01","","2011-09-01","","","","","","","","Social Development Network","254 20 3860745/6","","Methodist Ministry Center
Broetje Wing (Block B), 3rd Floor
Oloitoktok Road, Off Gitanga Road
P.O. Box 63215 Nairobi,   00619 Kenya","5","Untied",
"US-EIN-941655673-25262","for strategic planning and to refine communications strategy","Mexico","","USD",17000,0,0,0,0,0,"","2007-07-17","","2008-07-17","","","","","","","","Sonora Ciudadana AC","011-52-662-215-8800","","Blvd. José María Morelos 78-C
Esq. José Maria legesias, Planta Alta
Col. Constitución Hermosillo, Sonora  83250 Mexico","5","Untied",
"US-EIN-941655673-30132","for the charitable project to empower users of public health systems in Mexico","Mexico","","USD",290000,0,0,0,0,0,"","2010-12-02","","2012-12-02","","","","","","","","Sonora Ciudadana AC","011-52-662-215-8800","","Blvd. José María Morelos 78-C
Esq. José Maria legesias, Planta Alta
Col. Constitución Hermosillo, Sonora  83250 Mexico","5","Untied",
"US-EIN-941655673-24419","for general support","Mexico","","USD",85000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Sonora Ciudadana AC","011-52-662-215-8800","","Blvd. José María Morelos 78-C
Esq. José Maria legesias, Planta Alta
Col. Constitución Hermosillo, Sonora  83250 Mexico","5","Untied",
"US-EIN-941655673-28919","for general support for its charitable purposes","Mexico","","USD",210000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Sonora Ciudadana AC","011-52-662-215-8800","","Blvd. José María Morelos 78-C
Esq. José Maria legesias, Planta Alta
Col. Constitución Hermosillo, Sonora  83250 Mexico","5","Untied",
"US-EIN-941655673-26225","for general support","Mexico","","USD",200000,0,0,0,0,0,"","2008-03-17","","2010-03-17","","","","","","","","Sonora Ciudadana AC","011-52-662-215-8800","","Blvd. José María Morelos 78-C
Esq. José Maria legesias, Planta Alta
Col. Constitución Hermosillo, Sonora  83250 Mexico","5","Untied",
"US-EIN-941655673-22610","for general support for the Center on Democracy, Development, and the Rule of Law","","International","USD",857000,0,0,0,0,0,"","2006-02-27","","2007-08-27","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-29277","for general support of the Center on Democracy, Development and the Rule of Law","United States","International","USD",300000,0,0,0,0,0,"","2010-09-01","","2011-08-31","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-26958","for general support of the Center on Democracy, Development and the Rule of Law","","International","USD",800000,0,0,0,0,0,"","2008-07-21","","2010-07-21","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-26603","for the Experiments on Governance and Politics project","","International","USD",183600,0,0,0,0,0,"","2008-07-21","","2011-07-21","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-26251","for general support of the Center on Democracy, Development and the Rule of Law","","International","USD",250000,0,0,0,0,0,"","2008-03-17","","2008-08-17","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-29497","for an evaluation of Nali Kali, a primary school activity-based learning program in Karnataka, India","India","","USD",237000,0,0,0,0,0,"","2010-03-22","","2011-03-22","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-28497","for planning a study to evaluate the impact of Prajayatna's schooling program in India","India","","USD",283000,0,0,0,0,0,"","2009-04-01","","2009-10-01","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-28517","for implementing a study to evaluate the impact of Prajayatna's schooling program in India","Karnataka","","USD",1075000,0,0,0,0,0,"","2009-08-01","","2012-11-01","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-23720","for the Cal/Med Consortium to discuss the global Mediterranean produce market and the role that developing countries can and do play in that market","","International","USD",27500,0,0,0,0,0,"","2006-10-16","","2007-10-16","","","","","","","","Stanford University Board of Trustees of the Leland Stanford Junior University","","","450 Serra Hall Stanford, CA  94305-2070","5","Untied",
"US-EIN-941655673-27808","for additional support of preparations to conduct student assessments in Kenya, Tanzania and Uganda","Uganda; Tanzania; Kenya","","USD",400000,0,0,0,0,0,"","2009-04-01","","2009-08-31","","","","","","","","Stichting Hivos","011-31-070-376-5500","","P.O. Box 85565 The Hague,   2508 CG The Netherlands","5","Untied",
"US-EIN-941655673-28529","for the implementation of a civil society assessment of student learning in East Africa","Uganda; Tanzania; Kenya","","USD",4000000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Stichting Hivos","011-31-070-376-5500","","P.O. Box 85565 The Hague,   2508 CG The Netherlands","5","Untied",
"US-EIN-941655673-27401","for general support of the Twaweza program to increase citizen engagement in East Africa","","Eastern Africa","USD",4200000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","Stichting Hivos","011-31-070-376-5500","","P.O. Box 85565 The Hague,   2508 CG The Netherlands","5","Untied",
"US-EIN-941655673-25173","for a project to promote universal access to an affordable and safe female condom","","International","USD",175000,0,0,0,0,0,"","2007-06-20","","2008-02-20","","","","","","","","Stichting Oxfam Novib","011-0031-70-3421621","","P.O. Box 30919 The Hague,   2500 GX The Netherlands","5","Untied",
"US-EIN-941655673-29490","for a project to promote universal access to female condoms","","Africa","USD",1400000,0,0,0,0,0,"","2010-05-19","","2012-05-19","","","","","","","","Stichting Oxfam Novib","011-0031-70-3421621","","P.O. Box 30919 The Hague,   2500 GX The Netherlands","5","Untied",
"US-EIN-941655673-26264","for a project to promote universal access to female condoms","","International","USD",1400000,0,0,0,0,0,"","2008-03-17","","2010-03-17","","","","","","","","Stichting Oxfam Novib","011-0031-70-3421621","","P.O. Box 30919 The Hague,   2500 GX The Netherlands","5","Untied",
"US-EIN-941655673-29224","for a project to track education budget expenditures for Dalits in Bihar and Rajasthan, India","Rajasthan; Bihar","","USD",25000,0,0,0,0,0,"","2010-07-01","","2011-07-01","","","","","","","","Swadhikar","011-45-668341","","3/17 2nd Floor East Patel Nagar New Delhi,   110008 India","5","Untied",
"US-EIN-941655673-22984","for the Senior Fellows Program","","International","USD",250000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Synergos Institute, Inc.","(212) 447-8111","","51 Madison Avenue, Twenty-first Floor New York, NY  10010-1603","5","Untied",
"US-EIN-941655673-23682","for strengthening community foundations in Mexico","Mexico","","USD",125000,0,0,0,0,0,"","2006-10-16","","2007-10-16","","","","","","","","Synergos Institute, Inc.","(212) 447-8111","","51 Madison Avenue, Twenty-first Floor New York, NY  10010-1603","5","Untied",
"US-EIN-941655673-26641","for support of the Agricultural Reform Initiative","United States","","USD",25000,0,0,0,0,0,"","2008-05-05","","2008-08-05","","","","","","","","Taxpayers for Common Sense","(202) 546-8500","","651 Pennsylvania Avenue, S.E. Washington, DC  20003-4303","5","Untied",
"US-EIN-941655673-23611","for the Agriculture Policy Reform Initiative","United States","","USD",100000,0,0,0,0,0,"","2006-10-16","","2007-10-16","","","","","","","","Taxpayers for Common Sense","(202) 546-8500","","651 Pennsylvania Avenue, S.E. Washington, DC  20003-4303","5","Untied",
"US-EIN-941655673-22702","for the Ethical Globalization Initiative to work with policymakers in the United States, Europe, and Africa to promote more equitable trade and development policies","","International","USD",373000,0,0,0,0,0,"","2006-02-27","","2007-05-27","","","","","","","","The Aspen Institute, Inc.","(202) 736-5800","","One Dupont Circle, N.W., Suite 700 Washington, DC  20036-1133","5","Untied",
"US-EIN-941655673-23729","for the Congressional Program, a nonpartisan education initiative that provides policymakers with a deeper understanding and background on public policy issues","","International","USD",750000,0,0,0,0,0,"","2006-10-16","","2009-10-16","","","","","","","","The Aspen Institute, Inc.","(202) 736-5800","","One Dupont Circle, N.W., Suite 700 Washington, DC  20036-1133","5","Untied",
"US-EIN-941655673-28499","for support of the Congressional Program","","International","USD",700000,0,0,0,0,0,"","2009-10-01","","2012-10-01","","","","","","","","The Aspen Institute, Inc.","(202) 736-5800","","One Dupont Circle, N.W., Suite 700 Washington, DC  20036-1133","5","Untied",
"US-EIN-941655673-30166","for establishment of the TransFarm Africa policy network on agriculture, trade, and food security","","Southern Africa","USD",1350000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","The Aspen Institute, Inc.","(202) 736-5800","","One Dupont Circle, N.W., Suite 700 Washington, DC  20036-1133","5","Untied",
"US-EIN-941655673-29941","for support of the Global Leaders Council for Reproductive Health","","International","USD",400000,0,0,0,0,0,"","2010-07-30","","2011-07-05","","","","","","","","The Aspen Institute, Inc.","(202) 736-5800","","One Dupont Circle, N.W., Suite 700 Washington, DC  20036-1133","5","Untied",
"US-EIN-941655673-30175","for a project to examine the effectiveness of U.S. foreign assistance in insecure countries","","International","USD",25000,0,0,0,0,0,"","2010-11-24","","2011-10-12","","","","","","","","The Aspen Institute, Inc.","(202) 736-5800","","One Dupont Circle, N.W., Suite 700 Washington, DC  20036-1133","5","Untied",
"US-EIN-941655673-25283","for an international conference on public access to government information","Mexico","","USD",75000,0,0,0,0,0,"","2007-07-17","","2008-07-17","","","","","","","","The Carter Center, Inc.","(404) 420-5115","","One Copenhill
453 Freedom Parkway Atlanta, GA  30307","5","Untied",
"US-EIN-941655673-27703","for support of Supporting Stakeholders in their Advancement of the Right of Access to Information","Mexico","","USD",250000,0,0,0,0,0,"","2008-12-01","","2010-12-01","","","","","","","","The Carter Center, Inc.","(404) 420-5115","","One Copenhill
453 Freedom Parkway Atlanta, GA  30307","5","Untied",
"US-EIN-941655673-30360","for finalizing and disseminating an access to information legislation implementation assessment tool","Mexico","","USD",115000,0,0,0,0,0,"","2010-11-30","","2012-11-30","","","","","","","","The Carter Center, Inc.","(404) 420-5115","","One Copenhill
453 Freedom Parkway Atlanta, GA  30307","5","Untied",
"US-EIN-941655673-29549","for a project to simplify and facilitate access to more complete and comparable data on aid flows","","International","USD",1000000,0,0,0,0,0,"","2010-03-22","","2011-03-22","","","","","","","","The College of William and Mary","",""," Williamsburg, VA  23187","5","Untied",
"US-EIN-941655673-26274","for the ongoing development of the Project-Level Aid (PLAID) database
","","International","USD",500000,0,0,0,0,0,"","2008-03-17","","2009-09-17","","","","","","","","The College of William and Mary","",""," Williamsburg, VA  23187","5","Untied",
"US-EIN-941655673-29686","for strategic communications planning","","","USD",69200,0,0,0,0,0,"","2010-09-01","","2011-09-02","","","","","","","","The College of William and Mary","",""," Williamsburg, VA  23187","5","Untied",
"US-EIN-941655673-28981","for the ongoing development of the Project-Level Aid (PLAID) database","","International","USD",250000,0,0,0,0,0,"","2009-11-16","","2010-08-31","","","","","","","","The College of William and Mary","",""," Williamsburg, VA  23187","5","Untied",
"US-EIN-941655673-22568","for general operating support","","International","USD",225000,0,0,0,0,0,"","2006-02-27","","2009-02-27","","","","","","","","The Funders Network on Population Reproductive Health and Rights, Inc.","(301) 294-4157","","1215 Veirs Mill Road Rockville, MD  20851-1747","5","Untied",
"US-EIN-941655673-27304","for general operating support","","International","USD",250000,0,0,0,0,0,"","2008-11-17","","2013-11-17","","","","","","","","The Funders Network on Population Reproductive Health and Rights, Inc.","(301) 294-4157","","1215 Veirs Mill Road Rockville, MD  20851-1747","5","Untied",
"US-EIN-941655673-22766","for creating a task force comprised of public and private sector development experts, from both developed and developing countries, to consider ways of improving the delivery of aid programs","","International","USD",150000,0,0,0,0,0,"","2006-10-06","","2007-10-06","","","","","","","","The Global Development Incubator, Inc.","(212) 867-4447","","c/o Dalberg Global Development Advisors
205 East Forty-second Street
Suite 1830 New York, NY  10017-4834","5","Untied",
"US-EIN-941655673-28896","for a study analyzing the social impacts of large-scale land rights acquisition for agricultural use","","International","USD",100000,0,0,0,0,0,"","2009-10-07","","2011-04-07","","","","","","","","The International Bank for Reconstruction and Development","(202) 473-1000","","1818 H Street, N.W.
Mail Stop H10-1004 Washington, DC  20433","5","Untied",
"US-EIN-941655673-22743","for the Growth Commission to analyze what are the drivers of, and impediments to, equitable economic growth","","International","USD",1000000,0,0,0,0,0,"","2006-03-16","","2007-03-16","","","","","","","","The International Bank for Reconstruction and Development","(202) 473-1000","","1818 H Street, N.W.
Mail Stop H10-1004 Washington, DC  20433","5","Untied",
"US-EIN-941655673-23591","for the 2008 World Development Report","","International","USD",300000,0,0,0,0,0,"","2007-03-30","","2008-03-30","","","","","","","","The International Bank for Reconstruction and Development","(202) 473-1000","","1818 H Street, N.W.
Mail Stop H10-1004 Washington, DC  20433","5","Untied",
"US-EIN-941655673-25937","for the 2009 World Development Report","","International","USD",200000,0,0,0,0,0,"","2008-04-10","","2010-04-10","","","","","","","","The International Bank for Reconstruction and Development","(202) 473-1000","","1818 H Street, N.W.
Mail Stop H10-1004 Washington, DC  20433","5","Untied",
"US-EIN-941655673-24606","for human resources assessment and capacity building","","International","USD",30000,0,0,0,0,0,"","2007-03-15","","2008-03-15","","","","","","","","The International Community of Women Living with HIV/AIDS","011-44-20-77040606","","Unit 6, Canonbury Yard
190a New North Road London,   N1 7BJ United Kingdom","5","Untied",
"US-EIN-941655673-28218","for collaborative doctoral training and research mentorship at the Population Research Institute","Ghana","","USD",300000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","The Pennsylvania State University","","","201 Old Main University Park, PA  16802","5","Untied",
"US-EIN-941655673-25432","for collaborative work with the Regional Institute for Population Studies (RIPS) in Ghana","","Africa","USD",300000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","The Pennsylvania State University","","","201 Old Main University Park, PA  16802","5","Untied",
"US-EIN-941655673-24729","for the Global Attitudes Project, a survey of international public opinion on a variety of topics","","International","USD",500000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","The Pew Research Center","(202) 419-4319","","1615 L Street, N.W. Washington, DC  20036-5610","5","Untied",
"US-EIN-941655673-22570","for a research project called Diaspora Philanthropy: Existing Models, Emerging Applications","","International","USD",58000,0,0,0,0,0,"","2006-02-27","","2006-10-27","","","","","","","","The Philanthropic Initiative, Inc.","(617) 338-2590","","77 Franklin Street, Ninth Floor Boston, MA  02110","5","Untied",
"US-EIN-941655673-26230","for general support of the Asia Pacific Alliance","","International","USD",250000,0,0,0,0,0,"","2008-03-17","","2011-03-17","","","","","","","","The Planned Parenthood Association of Thailand","011-662-941-2320","","8 Vibhavadi-Rangsit Road 44
Ladyao, Chatuchak Bangkok,   10900 Thailand","5","Untied",
"US-EIN-941655673-28531","for a research project on the issues of implementation of aid programs","","International","USD",24000,0,0,0,0,0,"","2009-06-01","","2009-11-01","","","","","","","","The President and Directors of Georgetown College","","","108 White Gravnor No. 108 Washington, DC  20057","5","Untied",
"US-EIN-941655673-22589","for Public Agenda to administer a second year of the Confidence in U.S. Foreign Policy Index","","International","USD",385000,0,0,0,0,0,"","2006-02-27","","2007-04-02","","","","","","","","The Public Agenda Foundation, Inc.","(212) 686-6610","","6 East Thirty-ninth Street New York, NY  10016-0112","5","Untied",
"US-EIN-941655673-24310","for Editors' World to write a business plan that incorporates an integrated online marketing component","","International","USD",50000,0,0,0,0,0,"","2006-12-08","","2007-12-08","","","","","","","","Tides Center","(415) 561-6300","","1014 Torney Avenue San Francisco, CA  94129-1755","5","Untied",
"US-EIN-941655673-23874","for Editors' World, a journalism organization whose purpose is to redefine and improve coverage of international subject matter in mainstream and alternative news organizations in the U.S.","","International","USD",500000,0,0,0,0,0,"","2006-10-16","","2007-11-16","","","","","","","","Tides Center","(415) 561-6300","","1014 Torney Avenue San Francisco, CA  94129-1755","5","Untied",
"US-EIN-941655673-23244","for Editors' World, a journalism organization whose purpose is to redefine and improve the coverage of international subject matter in mainstream and alternative news organizations in the U.S.","","International","USD",200000,0,0,0,0,0,"","2006-06-19","","2006-11-19","","","","","","","","Tides Center","(415) 561-6300","","1014 Torney Avenue San Francisco, CA  94129-1755","5","Untied",
"US-EIN-941655673-25876","for Editors' World","","International","USD",200000,0,0,0,0,0,"","2007-12-07","","2008-06-07","","","","","","","","Tides Center","(415) 561-6300","","1014 Torney Avenue San Francisco, CA  94129-1755","5","Untied",
"US-EIN-941655673-29945","for support of the Africa Grantmakers' Affinity Group","","Africa","USD",20000,0,0,0,0,0,"","2010-11-15","","2013-11-15","","","","","","","","Tides Center","(415) 561-6300","","1014 Torney Avenue San Francisco, CA  94129-1755","5","Untied",
"US-EIN-941655673-25999","for general operating support for the Africa Grantmakers' Affinity Group","","Africa","USD",60000,0,0,0,0,0,"","2008-03-17","","2011-03-17","","","","","","","","Tides Center","(415) 561-6300","","1014 Torney Avenue San Francisco, CA  94129-1755","5","Untied",
"US-EIN-941655673-27339","for the Hewlett Global Reproductive Health Policy Fund","","International","USD",850000,0,0,0,0,0,"","2008-12-11","","2011-12-11","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-25364","for the population and reproductive health advocacy incentive fund","","International","USD",3254500,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-28527","for general support of the Connect US initiative","","International","USD",1500000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-25540","for Connect US to help its grantees develop evaluation plans to assess their impact","United States","","USD",60000,0,0,0,0,0,"","2007-10-26","","2008-10-26","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-24875","for general support of the Connect US initiative, a pooled grantmaking fund to support a network of organizations advocating for responsible U.S. global engagement","","International","USD",2000000,0,0,0,0,0,"","2007-06-11","","2009-06-11","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-25597","for regranting HIV/AIDS and family planning/reproductive health programs and research","","Africa","USD",1155000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-27370","for regranting HIV/AIDS and family planning/reproductive health programs and research","","Africa","USD",400000,0,0,0,0,0,"","2008-09-24","","2009-12-24","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-28860","for support of HIV/AIDS and family planning/reproductive health projects in Africa","","Africa","USD",675000,0,0,0,0,0,"","2009-11-16","","2011-02-16","","","","","","","","Tides Foundation","(415) 561-6400","","P.O. Box 29198 San Francisco, CA  94129-0198","5","Untied",
"US-EIN-941655673-28600","for general support of Publish What You Fund","","International","USD",1000000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Tiri (The Governance-Access-Learning Network)","+44 (0) 20 7920 6401","","Suite 1A, 2nd Floor, Royal London House
22-25 Finsbury Square London,   EC2A 1DX United Kingdom","5","Untied",
"US-EIN-941655673-30180","for empowering communities to play a central role in improving children’s learning achievement","Senegal","","USD",3814000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","Tostan Inc","(202) 408-9280","","2121 Decatur Place NW Washington, DC  20008","5","Untied",
"US-EIN-941655673-29762","for general operating support","Mexico","","USD",350000,0,0,0,0,0,"","2010-07-19","","2012-07-19","","","","","","","","Transparencia Mexicana, A.C.","011-52-55-5659-4714","","Dulce Olivia 73
Villa Coyoacan Mexico City,    Mexico","5","Untied",
"US-EIN-941655673-25566","for general support","Mexico","","USD",200000,0,0,0,0,0,"","2007-11-19","","2008-11-19","","","","","","","","Transparencia Mexicana, A.C.","011-52-55-5659-4714","","Dulce Olivia 73
Villa Coyoacan Mexico City,    Mexico","5","Untied",
